path,class,color
./dataset_resized/red/rleft0271.jpg,0,red
./dataset_resized/not_light/nl1left0075.jpg,2,not_light
./dataset_resized/not_red/nr1left0713.jpg,1,not_red
./dataset_resized/not_light/nl1left0225.jpg,2,not_light
./dataset_resized/not_light/nl1left0892.jpg,2,not_light
./dataset_resized/not_red/nrleft1697.jpg,1,not_red
./dataset_resized/not_light/nl1left0620.jpg,2,not_light
./dataset_resized/not_red/nrleft0963.jpg,1,not_red
./dataset_resized/not_light/nl1left0619.jpg,2,not_light
./dataset_resized/red/rleft0866.jpg,0,red
./dataset_resized/not_red/nr0left0053.jpg,1,not_red
./dataset_resized/not_red/nrleft1606.jpg,1,not_red
./dataset_resized/not_light/nl0left0150.jpg,2,not_light
./dataset_resized/red/r0left0510.jpg,0,red
./dataset_resized/not_light/nl1left0898.jpg,2,not_light
./dataset_resized/not_red/nrleft1044.jpg,1,not_red
./dataset_resized/red/r1left0671.jpg,0,red
./dataset_resized/not_red/nrleft1042.jpg,1,not_red
./dataset_resized/not_light/nl1left0191.jpg,2,not_light
./dataset_resized/not_light/nl1left0028.jpg,2,not_light
./dataset_resized/not_light/nl1left0946.jpg,2,not_light
./dataset_resized/red/rleft1769.jpg,0,red
./dataset_resized/not_light/nl1left0261.jpg,2,not_light
./dataset_resized/not_light/nlleft0783.jpg,2,not_light
./dataset_resized/red/rleft1757.jpg,0,red
./dataset_resized/not_light/nlleft0117.jpg,2,not_light
./dataset_resized/not_red/nrleft0031.jpg,1,not_red
./dataset_resized/not_red/nrleft1015.jpg,1,not_red
./dataset_resized/not_red/nrleft1718.jpg,1,not_red
./dataset_resized/red/rleft1197.jpg,0,red
./dataset_resized/not_red/nrleft0103.jpg,1,not_red
./dataset_resized/red/rleft0917.jpg,0,red
./dataset_resized/not_light/nl0left0151.jpg,2,not_light
./dataset_resized/not_light/nl1left0147.jpg,2,not_light
./dataset_resized/not_light/nlleft0744.jpg,2,not_light
./dataset_resized/red/rleft0857.jpg,0,red
./dataset_resized/not_red/nr1left0728.jpg,1,not_red
./dataset_resized/not_light/nl1left0596.jpg,2,not_light
./dataset_resized/red/r1left0319.jpg,0,red
./dataset_resized/not_red/nr1left0721.jpg,1,not_red
./dataset_resized/not_red/nrleft1279.jpg,1,not_red
./dataset_resized/red/rleft1182.jpg,0,red
./dataset_resized/not_red/nrleft1270.jpg,1,not_red
./dataset_resized/red/r0left0182.jpg,0,red
./dataset_resized/not_light/nlleft1932.jpg,2,not_light
./dataset_resized/red/rleft1211.jpg,0,red
./dataset_resized/not_light/nlleft0749.jpg,2,not_light
./dataset_resized/not_light/nl1left0039.jpg,2,not_light
./dataset_resized/not_light/nl1left0104.jpg,2,not_light
./dataset_resized/not_light/nlleft0110.jpg,2,not_light
./dataset_resized/red/rleft0264.jpg,0,red
./dataset_resized/not_light/nl1left0905.jpg,2,not_light
./dataset_resized/not_light/nl1left0161.jpg,2,not_light
./dataset_resized/red/r0left0259.jpg,0,red
./dataset_resized/not_red/nr1left1027.jpg,1,not_red
./dataset_resized/red/rleft1141.jpg,0,red
./dataset_resized/not_red/nr0left0038.jpg,1,not_red
./dataset_resized/red/rleft1466.jpg,0,red
./dataset_resized/not_light/nl1left0502.jpg,2,not_light
./dataset_resized/red/rleft1494.jpg,0,red
./dataset_resized/not_light/nl1left0758.jpg,2,not_light
./dataset_resized/not_light/nlleft0062.jpg,2,not_light
./dataset_resized/not_light/nl1left0999.jpg,2,not_light
./dataset_resized/not_red/nr1left0722.jpg,1,not_red
./dataset_resized/not_red/nrleft1407.jpg,1,not_red
./dataset_resized/red/rleft0913.jpg,0,red
./dataset_resized/red/r1left0341.jpg,0,red
./dataset_resized/not_light/nl1left0605.jpg,2,not_light
./dataset_resized/red/rleft0288.jpg,0,red
./dataset_resized/not_red/nrleft1637.jpg,1,not_red
./dataset_resized/not_light/nl1left0073.jpg,2,not_light
./dataset_resized/not_light/nl1left0174.jpg,2,not_light
./dataset_resized/not_red/nrleft1417.jpg,1,not_red
./dataset_resized/red/r0left0464.jpg,0,red
./dataset_resized/not_red/nr0left0416.jpg,1,not_red
./dataset_resized/not_light/nl1left0428.jpg,2,not_light
./dataset_resized/not_light/nl1left0253.jpg,2,not_light
./dataset_resized/not_light/nl1left0844.jpg,2,not_light
./dataset_resized/red/r0left0180.jpg,0,red
./dataset_resized/not_light/nlleft1879.jpg,2,not_light
./dataset_resized/not_red/nrleft1747.jpg,1,not_red
./dataset_resized/not_red/nrleft1374.jpg,1,not_red
./dataset_resized/red/rleft1491.jpg,0,red
./dataset_resized/not_light/nl1left0793.jpg,2,not_light
./dataset_resized/not_light/nl1left0415.jpg,2,not_light
./dataset_resized/not_light/nl1left0037.jpg,2,not_light
./dataset_resized/red/rleft0882.jpg,0,red
./dataset_resized/red/r0left0164.jpg,0,red
./dataset_resized/not_red/nr0left0123.jpg,1,not_red
./dataset_resized/not_red/nr0left0268.jpg,1,not_red
./dataset_resized/not_light/nlleft1907.jpg,2,not_light
./dataset_resized/not_red/nrleft0049.jpg,1,not_red
./dataset_resized/not_light/nl1left0264.jpg,2,not_light
./dataset_resized/not_red/nrleft0819.jpg,1,not_red
./dataset_resized/red/r1left0372.jpg,0,red
./dataset_resized/not_red/nr0left0578.jpg,1,not_red
./dataset_resized/not_red/nrleft1618.jpg,1,not_red
./dataset_resized/red/rleft0581.jpg,0,red
./dataset_resized/not_red/nrleft0690.jpg,1,not_red
./dataset_resized/not_light/nl1left0239.jpg,2,not_light
./dataset_resized/red/r0left0179.jpg,0,red
./dataset_resized/not_red/nrleft1378.jpg,1,not_red
./dataset_resized/not_red/nr0left0302.jpg,1,not_red
./dataset_resized/not_light/nl1left0614.jpg,2,not_light
./dataset_resized/not_light/nl1left0497.jpg,2,not_light
./dataset_resized/red/rleft0256.jpg,0,red
./dataset_resized/red/r0left0184.jpg,0,red
./dataset_resized/red/rleft1168.jpg,0,red
./dataset_resized/red/r1left0685.jpg,0,red
./dataset_resized/not_red/nrleft1340.jpg,1,not_red
./dataset_resized/red/rleft0612.jpg,0,red
./dataset_resized/not_red/nr0left0325.jpg,1,not_red
./dataset_resized/not_red/nr0left0267.jpg,1,not_red
./dataset_resized/not_light/nlleft1945.jpg,2,not_light
./dataset_resized/not_light/nl1left0949.jpg,2,not_light
./dataset_resized/not_light/nlleft1956.jpg,2,not_light
./dataset_resized/not_light/nlleft0125.jpg,2,not_light
./dataset_resized/not_red/nrleft0069.jpg,1,not_red
./dataset_resized/red/r1left0676.jpg,0,red
./dataset_resized/not_light/nl1left0065.jpg,2,not_light
./dataset_resized/not_light/nl1left0198.jpg,2,not_light
./dataset_resized/not_light/nlleft1987.jpg,2,not_light
./dataset_resized/red/rleft1247.jpg,0,red
